PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
Scott Langley (2015),162.59,280.5,"32' 8""",331.2,28.99,3.49,"34' 4""",448,"70' 8""",75.16,"638,182",2.68,3.06,110.02,4.05,4.63,61.9,71.032,321,5,2461.3,,57.94,59.15,0.126,1.478,USA,"University of Illinois  (2011, Accounting)"
Scott Langley (2016),163.6,285.7,"38' 5""",283.5,29.14,3.13,"39' 8""",266,"69' 8""",71.8,"380,025",2.73,3.06,110.79,4.07,4.68,64.81,71.796,197,4,2324.8,,52.73,62.35,-0.594,1.477,USA,"University of Illinois  (2011, Accounting)"
Scott Langley (2019),158.27,271.3,"33' 5""",266.4,28.43,3.55,"36' 1""",277,"69' 2""",70.13,"635,883",2.76,3.01,107.33,4.07,4.66,69.02,71.605,263,5,2613.4,1,53.04,59.88,-0.767,1.474,USA,"University of Illinois  (2011, Accounting)"
Scott McCarron (2015),,,,,,,,9,,,"8,880",,,,,,,,,,,,,,,,USA,"UCLA  (1988, History)"
Scott Piercy (2015),171.98,296.7,"31' 6""",162,28.88,3.79,"34' 11""",1127,"77' 6""",77.48,"2,780,027",2.68,2.99,115.2,4.04,4.62,59.3,70.688,341,10,2482.5,5,37.5,58.63,0.329,1.493,USA,"San Diego State University  (2001, Public Administration)"
Scott Piercy (2016),170.97,297.9,"33' 1""",116.3,29.48,3.52,"36' 6""",1077,"69' 4""",75.32,"2,905,349",2.7,3.08,113.64,4.05,4.61,59.41,70.855,296,13,2407.7,3,52.63,57.29,0.187,1.504,USA,"San Diego State University  (2001, Public Administration)"
Scott Piercy (2017),169.27,295.9,"30' 5""",241.2,29.46,4.06,"34' 5""",532,"69' 8""",75.99,"1,317,452",3.24,3.05,112.75,4.05,4.7,59.68,71.235,272,5,2676.7,4,37.96,49.88,-0.275,1.501,USA,"San Diego State University  (2001, Public Administration)"
Scott Piercy (2018),168.51,296.6,"33' 3""",288,29.86,3.66,"35' 8""",802,"67' 0""",79.46,"1,882,337",2.71,3.1,112.59,4.01,4.63,65.68,70.736,293,5,2621.2,2,44.96,55.96,0.29,1.496,USA,"San Diego State University  (2001, Public Administration)"
Scott Piercy (2019),171.3,292.4,"32' 4""",140.7,28.76,4.01,"35' 6""",1025,"73' 11""",78.31,"2,679,915",2.2,2.97,114.28,3.98,4.59,67.61,70.333,345,11,2890.3,6,50.37,63.93,0.631,1.498,USA,"San Diego State University  (2001, Public Administration)"
Scott Pinckney (2015),171.89,290.3,"33' 1""",158.4,29.48,3.57,"36' 0""",645,"79' 10""",79.36,"1,259,389",2.65,3.07,116.53,4.04,4.68,60.95,71.103,314,10,2887,3,49.17,55.75,-0.131,1.475,USA,"Arizona State University  (2011, Bachelor of Science)"
Scott Pinckney (2016),173.1,296.8,"34' 5""",153,29.96,3.56,"36' 10""",258,"75' 9""",77.97,"332,533",2.86,3.05,116.91,4.06,4.69,63.05,71.524,303,10,2812,,39.84,52.53,-0.325,1.48,USA,"Arizona State University  (2011, Bachelor of Science)"
Scott Stallings (2015),171.29,291.8,"33' 5""",180,29.27,3.6,"37' 1""",447,"69' 6""",79.18,"919,619",3.02,3.08,114.85,4.08,4.71,57.74,71.961,216,6,2330.1,1,48.39,54.23,-0.558,1.491,USA,"Tennessee Tech  (2007, Business Management)"
Scott Stallings (2016),169.3,295.5,"32' 0""",252,29.11,3.44,"36' 1""",443,"66' 10""",79.17,"697,434",2.8,3.07,112.45,4.04,4.69,56.95,70.966,241,5,2372.2,1,38.52,58.08,0.138,1.505,USA,"Tennessee Tech  (2007, Business Management)"
Scott Stallings (2017),172.06,297.6,"30' 10""",154,29.65,3.4,"33' 7""",438,"72' 6""",80.39,"955,337",2.75,3.06,114.96,4.05,4.65,57.04,70.811,262,9,2309.3,3,44.26,55.51,0.02,1.496,USA,"Tennessee Tech  (2007, Business Management)"
Scott Stallings (2018),173.38,299.7,"33' 4""",231.4,29.14,3.5,"36' 8""",470,"74' 2""",79.58,"1,147,573",2.5,3.05,115.72,4.04,4.63,56.57,70.719,315,7,2500.5,2,55.63,60.86,0.27,1.498,USA,"Tennessee Tech  (2007, Business Management)"
Scott Stallings (2019),173.71,297,"32' 3""",140.4,29,3.78,"36' 0""",452,"68' 11""",80.5,"1,080,451",2.59,3.05,115.83,4.04,4.61,58.97,71.443,295,10,2651.4,2,50.39,58.46,-0.078,1.499,USA,"Tennessee Tech  (2007, Business Management)"
Scott Verplank (2015),,,,,,,,21,,,"25,683",,,,,,,,,,,,,,,,USA,"Oklahoma State University  (1986, Business)"
Seamus Power (2017),176.48,298.1,"31' 9""",205.7,28.46,3.74,"36' 8""",350,"72' 1""",76.26,"646,180",2.43,3.05,117.93,4.01,4.58,53.27,70.543,299,7,2594.1,1,55.74,63.43,0.538,1.496,IRL,"East Tennessee State University  (2010, Accounting)"
Seamus Power (2018),177.8,302.6,"34' 0""",351,28.68,3.64,"37' 5""",377,"77' 2""",74.04,"791,018",2.41,3.05,118.71,4.03,4.6,55.19,70.869,284,4,2992.9,2,60.94,63.8,0.178,1.497,IRL,"East Tennessee State University  (2010, Accounting)"
Seamus Power (2019),177.09,295.9,"34' 5""",129.6,28.94,3.22,"38' 11""",308,"71' 10""",75.8,"773,976",2.75,3.09,119.7,4.07,4.66,56.26,72.026,232,10,2494.3,2,56.64,61.02,-0.719,1.479,IRL,"East Tennessee State University  (2010, Accounting)"
Seth Reeves (2019),183.52,311.4,"34' 9""",134,29.52,3.55,"39' 3""",124,"67' 8""",77.2,"309,588",2.75,3.14,122.73,4.07,4.57,57.22,72.156,238,9,2665.8,1,40.38,54.25,-1.439,1.495,USA,"Georgia Tech  (2014, Business Management)"
Seung-Yul Noh (2015),172.86,292.7,"30' 8""",146.3,29.31,3.66,"35' 2""",432,"73' 0""",80.24,"711,609",2.72,3.11,116.99,4.05,4.66,54.87,71.465,238,8,2631.1,1,51.55,54.89,-0.154,1.477,KOR,Korea University
Seung-Yul Noh (2016),172.38,295.3,"32' 4""",291.6,28.9,3.57,"36' 9""",454,"71' 11""",77.12,"661,711",2.73,3.07,115.02,4.06,4.65,49.12,71.061,289,5,2610.6,1,52.94,57.25,0.026,1.498,KOR,Korea University
Seung-Yul Noh (2017),173.53,298.5,"32' 8""",195.8,28.74,3.64,"38' 0""",446,"74' 6""",79.38,"1,080,706",2.7,2.98,116.62,4.06,4.67,53.09,70.955,317,8,2563.5,3,61.9,59.18,0.186,1.488,KOR,Korea University
Seung-Yul Noh (2018),,,,,,,,19,,,"44,516",,,,,,,,,,,,,,,,KOR,Korea University
Seungsu Han (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,University of Nevada-Las Vegas
Shane Bertsch (2016),,,,,,,,91,,,"105,493",,,,,,,,,,,,,,,,USA,"New Mexico Junior College; Texas A&M University  (1994, Park"
Shane Bertsch (2017),,,,,,,,7,,,"15,328",,,,,,,,,,,,,,,,USA,"New Mexico Junior College; Texas A&M University  (1994, Park"
Shane Lowry (2015),,,,,,,,222,,,"502,517",,,,,,,,,,,3,,,,,IRL,University College Dublin
Shane Lowry (2016),171.06,298.7,"34' 3""",194.4,29.56,3.31,"36' 1""",615,"73' 4""",74.52,"1,585,436",3.31,3.08,113.51,4.07,4.78,61.85,70.64,179,5,2582.1,2,47.19,53.91,0.669,1.506,IRL,University College Dublin
Shane Lowry (2017),171.13,296.4,"32' 1""",294,29.61,3.8,"35' 10""",361,"76' 10""",76.05,"831,411",2.71,3.09,114.6,4.03,4.7,65.84,70.667,186,3,2584,1,47.83,55.59,1.015,1.493,IRL,University College Dublin
Shane Lowry (2018),171.81,300.7,"32' 8""",252,30.04,3.46,"35' 9""",296,"73' 9""",81.38,"696,897",2.73,3.02,114.49,4.06,4.7,61.2,70.754,194,4,2618.3,,50.54,53.48,0.238,1.5,IRL,University College Dublin
Shane Lowry (2019),,,,,,,,1137,,,"3,490,098",,,,,,,,,,,4,,,,,IRL,University College Dublin
Shaun Micheel (2015),,,,,,,,25,,,"16,321",,,,,,,,,,,,,,,,USA,Indiana University  (1991)
Shaun Micheel (2016),,,,,,,,28,,,"17,760",,,,,,,,,,,,,,,,USA,Indiana University  (1991)
Shaun Micheel (2017),,,,,,,,1,,,"6,300",,,,,,,,,,,,,,,,USA,Indiana University  (1991)
Shaun Micheel (2018),,,,,,,,2,,,"6,930",,,,,,,,,,,,,,,,USA,Indiana University  (1991)
Shawn Stefani (2015),171.97,296.3,"32' 7""",169.2,29.02,3.94,"34' 11""",987,"71' 8""",77.74,"1,757,803",2.46,3.03,116.95,4.01,4.6,62.06,70.421,370,10,2488.2,3,45.65,56.44,0.497,1.47,USA,"Lamar University  (2005, General Studies)"
Shawn Stefani (2016),167.32,292.1,"32' 4""",195.8,29.59,3.13,"35' 11""",459,"65' 8""",76.59,"698,102",2.43,3.09,114.38,4.05,4.7,58.4,71.287,272,8,2564.9,1,51.49,60.57,-0.144,1.463,USA,"Lamar University  (2005, General Studies)"
Shawn Stefani (2017),167.79,294,"31' 8""",122.4,29.28,3.31,"36' 2""",188,"71' 10""",79.3,"404,377",2.53,3.08,114.32,4.03,4.65,60.53,70.983,225,10,2305.8,1,45.71,59.55,-0.043,1.468,USA,"Lamar University  (2005, General Studies)"
Shawn Stefani (2018),169.38,299.6,"30' 4""",190.3,29.27,3.64,"34' 9""",268,"71' 9""",77.95,"523,204",2.61,3.06,114.97,4.05,4.59,56.52,71.192,269,7,2384.9,1,47.5,58.43,0.107,1.473,USA,"Lamar University  (2005, General Studies)"
Shawn Stefani (2019),169.94,295.9,"32' 4""",228,29.28,3.87,"35' 0""",374,"74' 1""",77.74,"798,831",2.29,2.98,117.04,4,4.67,61.89,70.958,294,6,2400,2,52.88,61.56,0.093,1.452,USA,"Lamar University  (2005, General Studies)"
Si Woo Kim (2016),168.97,293.5,"33' 9""",163.5,28.6,3.67,"37' 4""",1382,"69' 11""",77.64,"3,086,369",2.48,3.06,114.75,4.02,4.59,62.84,70.56,400,12,2543.2,5,50.79,62.32,0.503,1.472,KOR,Yonsei University
Si Woo Kim (2017),167.46,289.8,"36' 1""",337.5,29.16,3.11,"39' 5""",839,"71' 3""",71.83,"2,681,177",3.23,3.13,114.2,4.14,4.75,57.03,72.253,233,4,2435.1,2,47.92,55.41,-0.965,1.467,KOR,Yonsei University
Si Woo Kim (2018),166.27,290.8,"33' 1""",374.4,29,3.59,"36' 7""",893,"70' 1""",73.7,"2,276,114",2.83,3.06,111.53,4.07,4.67,60.68,71.367,373,5,2700.3,5,51.67,57.23,-0.092,1.49,KOR,Yonsei University
Si Woo Kim (2019),168.79,292.4,"33' 9""",210.9,28.16,4.12,"37' 5""",832,"69' 9""",74.65,"2,191,808",2.37,3.07,113.76,4.01,4.55,62.95,70.963,338,7,2598.8,5,56.6,63.51,0.134,1.483,KOR,Yonsei University
Smylie Kaufman (2016),175.24,299,"33' 1""",176,29.18,3.8,"36' 4""",1181,"74' 5""",77.98,"2,508,174",2.7,3.06,119.84,4.06,4.61,52.91,71.015,334,9,2984.7,4,52.87,54.87,0.344,1.462,USA,"Louisiana State University  (2014, Marketing)"
Smylie Kaufman (2017),174.96,304.8,"31' 9""",213,29.24,3.65,"35' 11""",316,"71' 8""",79.19,"784,758",2.76,3.08,117.28,4.07,4.68,54.79,71.432,259,6,2589.7,1,48.67,55.18,-0.177,1.492,USA,"Louisiana State University  (2014, Marketing)"
Smylie Kaufman (2018),,,,,,,,74,,,"201,136",,,,,,,,,,,1,,,,,USA,"Louisiana State University  (2014, Marketing)"
Smylie Kaufman (2019),,,,,,,,3,,,"14,454",,,,,,,,,,,,,,,,USA,"Louisiana State University  (2014, Marketing)"
Spencer Levin (2015),163.37,283.7,"31' 8""",349.2,29.6,3.32,"34' 3""",496,"71' 0""",78.86,"836,698",2.44,3.05,110.77,4.01,4.74,69.09,70.837,322,5,2598.4,1,39.2,59.75,0.07,1.475,USA,University of New Mexico
Spencer Levin (2016),161.3,281.3,"32' 5""",225,29,3.48,"34' 9""",644,"68' 6""",74.55,"1,179,882",2.48,3.03,108.68,4.03,4.67,67.79,70.927,348,8,2615.6,2,46.36,59.41,0.238,1.484,USA,University of New Mexico
Spencer Levin (2017),159.3,279,"34' 1""",306,29.38,3.07,"37' 0""",201,"71' 4""",76.65,"469,730",2.6,3.05,107.86,4.07,4.7,67.82,71.516,261,5,2699.6,1,47.86,61.1,-0.4,1.477,USA,University of New Mexico
Stephan Jaeger (2018),169.4,299.2,"34' 3""",270,29.61,3.44,"37' 3""",211,"70' 10""",77.52,"422,260",2.68,3.13,113.54,4.05,4.58,58.76,71.356,258,5,2817.5,,46.97,56.76,-0.09,1.492,GER,"University of Tennessee-Chattanooga  (2012, Psychology)"
Stephan Jaeger (2019),170.75,293.7,"34' 2""",182.6,28.7,3.59,"39' 1""",278,"67' 5""",75.42,"623,145",2.42,3,114.37,4.05,4.57,59.54,71.201,255,7,2834.3,,54.31,63.45,-0.093,1.493,GER,"University of Tennessee-Chattanooga  (2012, Psychology)"
Stephen Ames (2015),,,,,,,,13,,,"7,613",,,,,,,,,,,,,,,,CAN,Lynn University  (Business Administration)
Steve Flesch (2015),,,,,,,,58,,,"110,527",,,,,,,,,,,1,,,,,USA,"University of Kentucky  (1990, Business Marketing)"
Steve Flesch (2016),,,,,,,,19,,,"36,062",,,,,,,,,,,,,,,,USA,"University of Kentucky  (1990, Business Marketing)"
Steve Lowery (2015),,,,,,,,1,,,"6,650",,,,,,,,,,,,,,,,USA,University of Alabama
Steve Stricker (2015),,,,,,,,218,,,"269,701",,,,,,,,,,,,,,,,USA,University of Illinois
Steve Stricker (2016),163.72,278,"33' 2""",238.5,27.96,3.57,"35' 2""",583,"76' 4""",75.54,"1,418,647",2.3,3.03,109.23,4.01,4.63,63.23,69.996,189,4,2873.2,3,54.26,66.01,0.721,1.498,USA,University of Illinois
Steve Stricker (2017),,,,,,,,410,,,"1,002,036",,,,,,,,,,,2,,,,,USA,University of Illinois
Steve Stricker (2018),,,,,,,,274,,,"582,566",,,,,,,,,,,,,,,,USA,University of Illinois
Steve Stricker (2019),,,,,,,,49,,,"135,670",,,,,,,,,,,,,,,,USA,University of Illinois
Steve Wheatcroft (2015,,,,,,,,536,,,,,,,,4.65,,,,,,,,,,,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2015),164.09,288.3,"34' 6""",149.4,28.59,3.88,"36' 10""",,"79' 2""",76.24,"973,024",2.51,3.05,111.96,4.03,,63.03,71.072,322,10,2603.4,2,51.77,60.68,-0.038,1.465,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2016,,,,,,,,,,,,,,,4.07,,60.32,,,,,,,60.36,,,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2016),162.75,286.2,"33' 11""",182.3,28.67,3.3,"37' 6""",400,"74' 3""",72.98,"601,164",2.73,3.09,111.95,,4.68,,71.429,267,8,2510.9,2,43.38,,-0.221,1.453,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2017,,,,,,,"38' 5""",,,,,,,,,,,,,,,,,,,1.461,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2017),162.86,280.5,"35' 0""",282,28.51,3.09,,138,"81' 7""",71.81,"309,518",2.81,3.09,111.43,4.05,4.74,68.24,71.577,145,3,2733.2,1,45.54,63.64,-0.162,,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2018,162.91,,"32' 5""",,,,"35' 3""",,,,,,,,,,,,,,,,,,,1.489,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steve Wheatcroft (2018),,288.9,,348,29.29,3.47,,138,"71' 11""",76.15,"309,656",2.36,3.09,109.41,4.04,4.64,69.79,71.631,201,3,2541.4,1,47.73,61.03,-0.339,,USA,"Indiana University  (2001, Sports Marketing and Management)"
Steven Alker (2015),156.39,278.3,"31' 1""",180,28.73,3.5,"33' 2""",216,"67' 0""",76.05,"236,862",2.48,3,106.13,4.03,4.67,71.41,71.094,210,6,2510.5,,51.61,61.5,0.017,1.473,NZL,"New Zealand education, college, 7th form"
Steven Alker (2017),156.24,276.9,"31' 2""",378,29.14,3.43,"33' 11""",121,"65' 6""",73.11,"218,681",2.75,3.03,106.69,4.06,4.72,67.54,71.638,216,3,2652,,50.96,59.75,-0.412,1.464,NZL,"New Zealand education, college, 7th form"
Stewart Cink (2015),173.46,293.6,"29' 10""",693,30.14,3.71,"32' 8""",494,"80' 10""",82.42,"694,655",2.34,3.05,117.72,4.01,4.65,57.35,70.774,286,2,2659.3,1,53.26,58.13,0.468,1.473,USA,"Georgia Tech  (1995, Management)"
Stewart Cink (2016),173.49,296.9,"33' 0""",183,30.18,3.54,"35' 11""",331,"64' 10""",83.1,"437,855",2.66,3.03,117.28,4.05,4.61,58.4,70.846,216,6,2520.6,,43.82,53.54,0.062,1.479,USA,"Georgia Tech  (1995, Management)"
Stewart Cink (2017),172.67,296.7,"31' 0""",167.4,29.2,3.86,"35' 1""",583,"76' 0""",81.4,"1,463,923",2.56,3.05,115.88,3.99,4.65,55.13,70.213,359,10,2423.9,3,38.4,57.93,1.011,1.49,USA,"Georgia Tech  (1995, Management)"
Stewart Cink (2018),171.43,298.1,"31' 9""",111.9,29.53,3.62,"34' 9""",758,"71' 5""",78.6,"1,887,208",2.69,3.07,115.54,4,4.66,57.6,70.44,315,14,2695.3,3,49.29,55.69,0.465,1.484,USA,"Georgia Tech  (1995, Management)"
Stewart Cink (2019),,,,,,,,160,,,"368,008",,,,,,,,,,,,,,,,USA,"Georgia Tech  (1995, Management)"
Sung Kang (2016),170.14,292.4,"33' 9""",142.4,29.06,3.39,"38' 1""",473,"72' 8""",78.06,"979,576",2.6,3.1,113.4,4.03,4.68,59.36,70.856,295,11,2421.8,2,51.41,59.74,0.004,1.5,KOR,Yonsei University  (2009)
Sung Kang (2017),171.61,296.4,"32' 10""",166.9,29.08,3.7,"36' 11""",798,"77' 0""",76.71,"1,943,309",2.77,3.09,115.33,4.03,4.61,59.65,70.496,377,11,2290.3,3,51.45,56.98,0.478,1.488,KOR,Yonsei University  (2009)
Sung Kang (2018),168.69,293.1,"30' 10""",218.6,29.24,3.44,"36' 10""",480,"73' 11""",76,"1,243,309",2.91,3.02,112.57,4.13,4.71,56.72,71.954,292,7,2506.9,2,50.34,52.4,-1.041,1.498,KOR,Yonsei University  (2009)
Sung Kang (2019),171.51,300.5,"33' 3""",137.5,29.19,3.65,"37' 1""",986,"75' 3""",79.89,"2,801,650",2.55,3.07,113.99,4.06,4.56,60.72,71.101,307,11,2471.3,4,57.75,59.96,0.03,1.504,KOR,Yonsei University  (2009)
Sungjae Im (2019),169.98,295.9,"33' 11""",118,28.55,4.07,"37' 2""",1097,"74' 5""",74.68,"2,851,134",2.19,3.03,114.62,3.99,4.5,65.45,70.252,480,18,2765,7,48.95,64.53,1.023,1.483,KOR,Korea National Sport University
Tag Ridings (2017),174.44,301.6,"30' 11""",151.7,29.19,3.73,"35' 3""",237,"73' 10""",78.54,"489,927",2.76,3.02,116.43,4.02,4.71,58.18,71.176,220,7,2658.4,1,47.25,57.73,0.03,1.498,USA,"University of Arkansas  (1997, Marketing)"
Talor Gooch (2018),174.46,298.9,"31' 9""",185.1,28.94,3.4,"36' 6""",308,"72' 4""",75,"654,200",2.75,3.03,117.54,4.07,4.7,57.31,71.149,245,7,2886.6,,51.52,59.53,-0.163,1.484,USA,"Oklahoma State University Education, 2014"
Talor Gooch (2019),175.81,297.4,"30' 6""",194.4,29.13,3.96,"34' 4""",463,"76' 1""",80.14,"1,067,089",2.28,3.04,120.16,3.99,4.57,58.68,70.629,214,5,2859,2,62.5,60.27,0.37,1.463,USA,"Oklahoma State University Education, 2014"
Ted Purdy (2015),,,,,,,,4,,,"6,386",,,,,,,,,,,,,,,,USA,"University of Arizona (1996, Finance)"
Ted Purdy (2016),,,,,,,,38,,,"42,027",,,,,,,,,,,,,,,,USA,"University of Arizona (1996, Finance)"
Thomas Pieters (2017),,,,,,,,,,,,,,,,,,,,,,4,,,,,BEL,University of Illinois
Thomas Pieters (2018),,,,,,,,260,,,"813,227",,,,,,,,,,,1,,,,,BEL,University of Illinois
Tiger Woods (2015),,,,,,,,215,,,"448,598",,,,,,,,,,,1,,,,,USA,Stanford University
Tiger Woods (2018),178.23,303.6,"30' 9""",204,28.49,4.03,"34' 4""",1162,"74' 10""",82.83,"5,443,841",2.25,3.07,120.24,3.97,4.57,59.35,69.35,274,6,2542.5,7,48.15,64.16,1.596,1.482,USA,Stanford University
Tiger Woods (2019),,,,,,,,1003,,,"3,199,615",,,,,,,,,,,4,,,,,USA,Stanford University
Tim Clark (2015),,,,,,,,481,,,"1,028,139",,,,,,,,,,,1,,,,,RSA,North Carolina State University
Tim Clark (2016),,,,,,,,86,,,"110,361",,,,,,,,,,,,,,,,RSA,North Carolina State University
Tim Herron (2015),,,,,,,,1,,,"5,820",,,,,,,,,,,,,,,,USA,University of New Mexico
Tim Herron (2016),,,,,,,,186,,,"297,238",,,,,,,,,,,1,,,,,USA,University of New Mexico
Tim Herron (2017),,,,,,,,11,,,"29,857",,,,,,,,,,,,,,,,USA,University of New Mexico
Tim Herron (2018),,,,,,,,87,,,"209,216",,,,,,,,,,,,,,,,USA,University of New Mexico
Tim Herron (2019),,,,,,,,13,,,"43,281",,,,,,,,,,,,,,,,USA,University of New Mexico
Tim Petrovic (2015),,,,,,,,123,,,"222,551",,,,,,,,,,,1,,,,,USA,"University of Hartford  (1988, Communications)"
Tim Petrovic (2016),,,,,,,,2,,,"17,142",,,,,,,,,,,,,,,,USA,"University of Hartford  (1988, Communications)"
Tim Petrovic (2017),,,,,,,,4,,,"9,984",,,,,,,,,,,,,,,,USA,"University of Hartford  (1988, Communications)"
Tim Wilkinson (2015),160.06,279.1,"32' 5""",213,28.92,2.97,"34' 9""",183,"70' 2""",72.28,"171,654",2.89,3.1,107.69,4.08,4.71,63.09,71.944,211,6,2340.2,,52.71,58.33,-0.847,1.486,NZL,St. Peter's College
Tim Wilkinson (2016),160.17,279.3,"30' 2""",408,28.54,3.6,"33' 1""",426,"74' 0""",75.38,"708,623",2.49,3,106.69,4.01,4.74,62.36,70.704,245,3,2369.6,1,56.1,63.66,0.561,1.501,NZL,St. Peter's College
Tim Wilkinson (2017),157.81,279.5,"32' 7""",208.8,28.67,3.41,"35' 5""",233,"71' 0""",72.64,"411,459",2.43,3.01,105.85,4.04,4.71,65.68,70.95,198,5,2310.4,,61.05,62.77,-0.053,1.491,NZL,St. Peter's College
Tom Gillis (2015),,,,,,,,391,,,"634,554",,,,,,,,,,,1,,,,,USA,Oakland Community College
Tom Gillis (2016),,,,,,,,72,,,"93,242",,,,,,,,,,,,,,,,USA,Oakland Community College
Tom Hoge (2015),168.01,292.2,"29' 8""",355.5,28.9,3.89,"32' 9""",441,"75' 6""",79.04,"690,319",2.58,3.05,115.37,4.02,4.65,58.84,70.812,307,4,2580.1,2,42.86,58.59,0.415,1.456,USA,"Texas Christian University  (2011, Accounting and Finance)"
Tom Hoge (2016),166.06,289.5,"29' 6""",154,28.83,3.31,"33' 10""",349,"75' 7""",74,"561,559",2.81,3.08,115.18,4.07,4.73,55.81,71.444,255,9,2654.3,2,50,58.46,-0.323,1.442,USA,"Texas Christian University  (2011, Accounting and Finance)"
Tom Hoge (2017),166.45,285.1,"29' 2""",276,28.72,3.85,"34' 0""",187,"74' 4""",77.78,"373,092",2.41,2.93,112.35,4.08,4.7,55.99,71.326,177,3,2606.3,2,58.06,60.14,-0.274,1.482,USA,"Texas Christian University  (2011, Accounting and Finance)"
Tom Hoge (2018),166,291.4,"30' 7""",239.1,28.45,3.81,"33' 11""",594,"74' 11""",73.12,"1,358,542",2.73,3.09,111.82,4.03,4.62,62.43,70.945,354,7,2698.4,3,49.36,61.41,0.074,1.484,USA,"Texas Christian University  (2011, Accounting and Finance)"
Tom Hoge (2019),167.7,290.4,"30' 1""",270,29.26,3.5,"34' 11""",252,"68' 5""",77.48,"573,464",2.59,3.04,112.15,4.04,4.69,61.81,71.608,315,6,2731.8,1,49.65,59.21,-0.246,1.495,USA,"Texas Christian University  (2011, Accounting and Finance)"
Tom Lehman (2019),,,,,,,,5,,,"13,952",,,,,,,,,,,,,,,,USA,University of Minnesota
Tom Watson (2015),,,,,,,,1,,,"11,623",,,,,,,,,,,,,,,,USA,"Stanford University (1971, Psychology)"
Tommy Gainey (2015),,,,,,,,57,,,"70,137",,,,,,,,,,,,,,,,USA,"Central Carolina Technical College  (1999, Industrial Mainte"
Tommy Gainey (2016),,,,,,,,1,,,"7,872",,,,,,,,,,,,,,,,USA,"Central Carolina Technical College  (1999, Industrial Mainte"
Tommy Gainey (2017),,,,,,,,6,,,"23,717",,,,,,,,,,,,,,,,USA,"Central Carolina Technical College  (1999, Industrial Mainte"
Tommy Gainey (2018),,,,,,,,26,,,"39,508",,,,,,,,,,,,,,,,USA,"Central Carolina Technical College  (1999, Industrial Mainte"
Tommy Gainey (2019),,,,,,,,12,,,"21,560",,,,,,,,,,,,,,,,USA,"Central Carolina Technical College  (1999, Industrial Mainte"
Trey Mullinax (2017),179.89,309.6,"31' 8""",210.9,29.1,3.84,"35' 8""",330,"73' 4""",79.04,"758,141",2.77,3.09,120.29,4.01,4.68,54.59,71.027,315,7,2398.6,1,53.51,56.26,0.006,1.495,USA,"University of Alabama  (2014, Communications)"
Trey Mullinax (2018),182.22,318.3,"34' 7""",248.4,29.13,3.83,"37' 6""",528,"72' 8""",79.73,"1,184,245",2.83,3.07,121.29,4.05,4.61,54.94,70.815,264,5,2697.7,3,47.97,54.42,-0.072,1.502,USA,"University of Alabama  (2014, Communications)"
Trey Mullinax (2019),182.98,310.2,"31' 8""",187.7,29.29,3.71,"36' 10""",260,"70' 1""",82.85,"536,694",2.49,3.09,122.04,4.04,4.58,51.03,71.194,271,7,2597.5,,44.44,58.08,-0.172,1.499,USA,"University of Alabama  (2014, Communications)"
Troy Kelly (2015),,,,,,,,50,,,"67,547",,,,,,,,,,,,,,,,USA,"University of Washington  (2003, Sociology)"
Troy Matteson (2015),,,,,,,,43,,,"42,450",,,,,,,,,,,,,,,,USA,"Georgia Tech  (2003, Civil Engineering)"
Troy Matteson (2016),,,,,,,,26,,,"26,248",,,,,,,,,,,,,,,,USA,"Georgia Tech  (2003, Civil Engineering)"
Troy Matteson (2017),,,,,,,,5,,,"12,376",,,,,,,,,,,,,,,,USA,"Georgia Tech  (2003, Civil Engineering)"
Troy Matteson (2018),,,,,,,,28,,,"39,000",,,,,,,,,,,,,,,,USA,"Georgia Tech  (2003, Civil Engineering)"
Troy Merritt (2015),166.49,285.2,"32' 5""",546,28.59,3.3,"35' 5""",930,"77' 5""",73.87,"2,092,669",2.46,3.04,114.09,4.03,4.81,62.83,71.458,300,3,3044.4,3,45.89,61.83,-0.195,1.459,USA,Boise State University
Troy Merritt (2016),164.58,287.2,"32' 4""",231,28.61,3.52,"36' 7""",482,"71' 2""",74.73,"922,707",2.66,3.03,110.41,4.07,4.69,60.89,71.674,271,6,2737,1,53.44,57.93,-0.364,1.491,USA,Boise State University
