PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
Camilo Villegas (2018),,,,,,,,90,,,"229,439",,,,,,,,,,,,,,,,COL,"University of Florida  (2004, Business)"
Carl Pettersson (2015),167.56,291.6,"33' 7""",212,28.44,3.61,"35' 2""",723,"74' 3""",73,"1,186,763",2.54,3.07,111.76,4.02,4.67,59.05,70.866,383,9,2276.3,3,50.3,62.18,0.236,1.499,SWE,North Carolina State University
Carl Pettersson (2016),,,,,,,,48,,,"66,986",,,,,,,,,,,,,,,,SWE,North Carolina State University
Carl Pettersson (2017),162.45,280.2,"33' 5""",151.7,28.34,3.17,"38' 1""",74,"72' 8""",71.03,"164,621",3.41,3.05,108.24,4.14,4.71,51.94,72.419,187,7,2406.6,,48,53.91,-1.283,1.5,SWE,North Carolina State University
Carlos Ortiz (2015),171.93,298.4,"33' 4""",144,29.26,3.75,"37' 7""",515,"73' 8""",79,"964,137",2.66,3.08,115.32,4.06,4.56,59.84,71.098,360,12,2540.3,1,55.19,55.5,0.124,1.491,MEX,"University of North Texas  (2013, International Studies)"
Carlos Ortiz (2016),173.54,298.9,"33' 1""",270,29.47,3.55,"37' 11""",238,"69' 6""",76.09,"263,466",3.12,3.06,115.89,4.1,4.76,52.77,71.906,266,5,2540.3,,38.53,50,-0.723,1.497,MEX,"University of North Texas  (2013, International Studies)"
Carlos Ortiz (2019),175.62,301,"33' 6""",147.6,29.2,3.52,"37' 1""",428,"70' 11""",77.45,"1,073,962",2.43,3.06,117.21,4.02,4.6,62.3,71.069,289,10,2771.4,3,50,58.95,0.125,1.498,MEX,"University of North Texas  (2013, International Studies)"
Carlos Sainz Jr (2015),,,,,,,,59,,,"124,115",,,,,,,,,,,1,,,,,USA,Mississippi State University  (2010)
Chad Campbell (2015),164.59,285.2,"31' 9""",436.5,29.41,3.49,"34' 4""",670,"72' 2""",78.18,"1,015,707",2.54,2.99,110.19,4.05,4.61,65.75,70.604,339,4,2427.3,2,53.91,59.31,0.437,1.493,USA,"University of Nevada-Las Vegas  (1996, Hotel Administration)"
Chad Campbell (2016),166.32,287.9,"32' 4""",405,29.39,3.48,"35' 6""",633,"68' 10""",77.78,"1,168,073",2.39,3.01,111.38,4.04,4.61,64.39,70.566,313,4,2472.6,3,55.32,62.21,0.544,1.493,USA,"University of Nevada-Las Vegas  (1996, Hotel Administration)"
Chad Campbell (2017),166.04,285.6,"30' 6""",249.4,29.51,3.36,"34' 1""",616,"69' 2""",78.57,"1,329,941",2.18,3.01,111.71,4.01,4.64,67.21,70.509,326,7,2750.8,3,52.99,64.63,0.405,1.486,USA,"University of Nevada-Las Vegas  (1996, Hotel Administration)"
Chad Campbell (2018),163.67,286.5,"31' 6""",203.1,29.75,3.08,"34' 6""",361,"71' 6""",73.77,"801,960",2.94,3.12,109.5,4.06,4.7,64.7,71.683,243,7,2606.5,2,50,59.39,-0.484,1.494,USA,"University of Nevada-Las Vegas  (1996, Hotel Administration)"
Chad Campbell (2019),,,,,,,,14,,,"42,130",,,,,,,,,,,,,,,,USA,"University of Nevada-Las Vegas  (1996, Hotel Administration)"
Chad Collins (2015),162.03,278.4,"30' 6""",284.4,28.56,3.42,"33' 6""",504,"70' 0""",76.5,"747,899",2.24,3.01,109.6,4.02,4.64,63.82,70.681,270,5,2721.2,1,62.81,66.18,0.214,1.478,USA,"Methodist University  (2001, Business Administration)"
Chad Collins (2016),163.19,279.3,"33' 7""",262.8,28.81,3.08,"37' 2""",402,"71' 1""",71.79,"734,548",2.68,3.01,109.93,4.09,4.72,57.41,71.532,225,5,2765.6,1,52.42,60.53,-0.452,1.484,USA,"Methodist University  (2001, Business Administration)"
Chad Collins (2017),164.1,281.4,"33' 10""",186,28.47,3.13,"36' 11""",305,"68' 1""",73.29,"693,743",2.73,3.08,110.04,4.08,4.67,59.31,71.77,194,6,2729.7,2,53.21,63.07,-0.454,1.491,USA,"Methodist University  (2001, Business Administration)"
Chad Collins (2019),,,,,,,,14,,,"59,164",,,,,,,,,,,,,,,,USA,"Methodist University  (2001, Business Administration)"
Charles Howell III (20,174.85,,"34' 1""",,,,"36' 5""",692,,,,,,,4.01,4.6,52.6,,,,,,,60.88,,1.481,USA,Oklahoma State University
Charles Howell III (201,,,"34' 8""",,29.08,3.81,"38' 3""",931,,79.34,"1,974,962",2.33,3.04,,4.01,4.64,62.83,70.872,,6,2690.2,5,55.76,56.06,0.383,1.496,USA,Oklahoma State University
Charles Howell III (2015,,,,189,29.75,,,,,,,,,,4.04,,,,352,,,,,,,,USA,Oklahoma State University
Charles Howell III (2015),177.66,302.7,"32' 8""",,,,"37' 3""",,"70' 7""",81.49,,2.56,3.05,119.26,,,52.43,,,,,,42.42,,,,USA,Oklahoma State University
Charles Howell III (2016,,,,163.8,,,,,,,,,,,,,,,,10,,,,,,,USA,Oklahoma State University
Charles Howell III (2016),177.93,303.4,"33' 5""",,,,,,"74' 9""",,,,,118.53,,4.57,,,347,,,,50.41,,,,USA,Oklahoma State University
Charles Howell III (2017,,296.9,,,,,,,,,"2,606,383",,3.03,,,,,,288,,,,,,,,USA,Oklahoma State University
Charles Howell III (2017),173.9,,"33' 7""",246,29.11,,,,"70' 1""",80.35,,2.32,,116.05,4.01,,54.72,70.371,,,,,51.35,62.63,0.492,,USA,Oklahoma State University
Charles Howell III (2018,,300.9,,,,3.55,,,"70' 4""",,,,,,,4.61,,,355,7,2748.6,4,,,,,USA,Oklahoma State University
Charles Howell III (2018),,,,257.1,29.5,,,885,,81.26,"2,179,725",,3.03,118.01,,,62.59,70.219,,,,,,,0.801,,USA,Oklahoma State University
Charles Howell III (2019,,,,117,,3.85,,,"73' 4""",,"3,039,049",,,,,4.58,,70.483,,,,5,,,0.809,,USA,Oklahoma State University
Charles Howell III (2019),176.1,302.8,,,29.31,,,1279,,82.32,,2.12,2.99,117.68,3.98,,,,350,14,2809.1,,47.52,62.94,,,USA,Oklahoma State University
Charley Hoffman (2015),173.25,298.9,"34' 2""",211.5,28.83,3.89,"36' 1""",1512,"74' 7""",79.84,"4,041,089",2.59,3.09,116.3,4.01,4.62,58.01,70.613,366,8,2713.2,7,50.3,58.74,0.335,1.489,USA,"University of Nevada-Las Vegas  (2000, Communications)"
Charley Hoffman (2016),172.97,298.2,"32' 4""",158.4,29.17,3.38,"34' 9""",1087,"73' 11""",76.52,"2,350,239",2.92,3.06,116.05,4.07,4.67,54.8,70.658,297,10,2686.3,1,47.97,57.75,0.525,1.49,USA,"University of Nevada-Las Vegas  (2000, Communications)"
Charley Hoffman (2017),173.67,298.7,"32' 10""",149.5,29,3.92,"36' 9""",1498,"71' 2""",79.23,"4,161,008",2.71,3.12,117.23,4.01,4.58,58.56,70.351,423,13,2905.2,7,53.09,56.55,0.892,1.481,USA,"University of Nevada-Las Vegas  (2000, Communications)"
Charley Hoffman (2018),172.4,299.5,"31' 7""",180,29.19,3.56,"35' 7""",515,"72' 7""",77.37,"1,400,637",2.76,3.1,115.76,4.02,4.65,58.34,70.521,285,8,2888.6,,45.14,56.22,0.425,1.489,USA,"University of Nevada-Las Vegas  (2000, Communications)"
Charley Hoffman (2019),174.07,295.6,"30' 8""",157.5,29.37,3.49,"34' 4""",567,"74' 9""",78.17,"1,468,855",2.73,3.06,115.69,4.06,4.72,58.26,71.361,244,8,3004,2,39.32,54.27,0.057,1.504,USA,"University of Nevada-Las Vegas  (2000, Communications)"
Charlie Beljan (2015),182.14,309.8,"31' 11""",162,29.97,3.56,"34' 1""",369,"69' 2""",75.96,"782,546",3.35,3.15,124.02,4.12,4.61,62.61,72.01,256,8,2780.3,1,40.94,48.77,-0.933,1.468,USA,"University of New Mexico  (2007, Communications)"
Charlie Beljan (2016),,,,,,,,1,,,"11,160",,,,,,,,,,,,,,,,USA,"University of New Mexico  (2007, Communications)"
Charlie Beljan (2017),,,,,,,,4,,,"13,869",,,,,,,,,,,,,,,,USA,"University of New Mexico  (2007, Communications)"
Charlie Beljan (2018),,,,,,,,7,,,"21,344",,,,,,,,,,,,,,,,USA,"University of New Mexico  (2007, Communications)"
Charlie Beljan (2019),,,,,,,,12,,,"18,304",,,,,,,,,,,,,,,,USA,"University of New Mexico  (2007, Communications)"
Charlie Danielson (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"University of Illinois 2016, Business"
Charlie Wi (2015),,,,,,,,44,,,"39,480",,,,,,,,,,,,,,,,KOR,University of California
Charlie Wi (2016),,,,,,,,26,,,"20,556",,,,,,,,,,,,,,,,KOR,University of California
Charlie Wi (2017),,,,,,,,39,,,"65,613",,,,,,,,,,,,,,,,KOR,University of California
Charlie Wi (2018),,,,,,,,7,,,"10,878",,,,,,,,,,,,,,,,KOR,University of California
Charlie Wi (2019),,,,,,,,3,,,"12,735",,,,,,,,,,,,,,,,KOR,University of California
Chase Seiffert (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"Florida State University  (2013, Sociology)"
Chase Wright (2019),172.51,299.1,"32' 3""",207,29.16,3.9,"35' 9""",265,"78' 2""",77.28,"571,575",2.41,3.05,114.7,4.02,4.62,62.62,71.233,269,6,2687.6,2,46.08,57.79,0.01,1.504,USA,"Indiana University  (General Studies, 2012)"
Chesson Hadley (2015),167.41,290.7,"32' 8""",181.8,28.68,3.81,"35' 10""",626,"75' 4""",75.97,"1,135,529",2.57,3.05,112.04,4.08,4.7,56.87,71.798,385,10,2226.4,3,49.44,57.7,-0.357,1.494,USA,"Georgia Tech  (2010, Business Management)"
Chesson Hadley (2016),168.86,296.5,"30' 8""",474,29.25,3.62,"35' 6""",293,"71' 4""",79.78,"503,993",3.01,3,112.18,4.09,4.74,56.58,71.541,286,3,2207.4,,47.14,54.05,-0.196,1.505,USA,"Georgia Tech  (2010, Business Management)"
Chesson Hadley (2017),,,,,,,,53,,,"82,208",,,,,,,,,,,,,,,,USA,"Georgia Tech  (2010, Business Management)"
Chesson Hadley (2018),171.81,300,"30' 10""",137.1,28.99,3.94,"34' 1""",1122,"74' 5""",78.85,"2,768,863",2.6,3,114.26,4.02,4.61,60.07,70.311,390,13,2414.2,7,46.1,56.6,0.859,1.503,USA,"Georgia Tech  (2010, Business Management)"
Chesson Hadley (2019),172.83,297.6,"31' 1""",190.3,29.05,3.46,"33' 7""",532,"77' 0""",75,"1,405,632",2.42,3.1,114.84,4.05,4.67,59.75,71.453,256,7,2472.3,3,51.69,59.66,-0.128,1.505,USA,"Georgia Tech  (2010, Business Management)"
Chez Reavie (2015),162.36,286.3,"30' 1""",252,29.63,3.61,"32' 4""",268,"70' 0""",78.04,"331,623",2.64,3.06,109.32,4.03,4.69,71.89,71.146,202,4,2472.1,,37.5,55.88,0.08,1.485,USA,Arizona State University
Chez Reavie (2016),162.02,287.3,"31' 4""",110.6,29.05,3.47,"33' 6""",630,"71' 1""",74.33,"1,086,964",2.38,3.02,108.67,4.01,4.67,68.22,70.661,298,14,2380.8,2,53.24,62.75,0.5,1.491,USA,Arizona State University
Chez Reavie (2017),160.23,285.2,"30' 9""",190,28.71,3.67,"33' 4""",666,"77' 2""",75.58,"1,819,206",2.2,2.98,108.88,3.99,4.7,71.4,70.244,349,9,2419.4,4,52.29,63.33,0.84,1.472,USA,Arizona State University
Chez Reavie (2018),160.99,286.5,"31' 1""",221.1,29.12,3.71,"33' 9""",1020,"75' 11""",77.33,"2,700,018",2.28,3,108.83,3.99,4.73,72.24,70.432,319,7,2500,3,43.06,62.27,0.674,1.479,USA,Arizona State University
Chez Reavie (2019),162.44,287,"30' 3""",138,28.73,4.01,"33' 0""",1309,"71' 6""",74.51,"3,660,909",2.52,3.02,108.81,3.98,4.63,75.72,70.247,369,12,2437.5,6,48.92,59.7,0.824,1.493,USA,Arizona State University
Chris Couch (2018),,,,,,,,3,,,"13,000",,,,,,,,,,,,,,,,USA,University of Florida  (1995)
Chris Couch (2019),,,,,,,,15,,,"27,166",,,,,,,,,,,,,,,,USA,University of Florida  (1995)
Chris Kirk (2015),164.57,285.8,"30' 11""",164.3,28.6,3.71,"35' 0""",1087,"72' 5""",76.5,"2,369,326",2.51,3.06,110.67,4.04,4.64,61.97,70.959,271,8,2359.9,3,60.47,60.3,0.414,1.487,USA,"University of Georgia  (2007, Sports Business)"
Chris Kirk (2016),165.03,285.9,"31' 9""",306,28.67,3.42,"34' 6""",749,"70' 0""",73.44,"1,762,335",2.48,3.05,109.99,4.04,4.69,62.02,70.92,291,5,2553.1,3,57.42,62.73,0.653,1.5,USA,"University of Georgia  (2007, Sports Business)"
Chris Kirk (2017),164.88,287,"31' 5""",498,29.18,3.69,"35' 4""",467,"72' 7""",76.52,"1,216,047",2.53,3.06,110.27,4.03,4.75,63.93,71.255,306,3,2529.6,3,51.26,54.73,-0.228,1.495,USA,"University of Georgia  (2007, Sports Business)"
Chris Kirk (2018),165.84,289.8,"30' 11""",190.8,28.9,3.77,"33' 8""",756,"73' 1""",78.45,"1,824,111",2.27,3.04,112.01,3.99,4.61,64.64,70.411,400,10,2570.5,4,54.01,63.53,0.732,1.48,USA,"University of Georgia  (2007, Sports Business)"
Chris Kirk (2019),,,,,,,,95,,,"261,401",,,,,,,,,,,,,,,,USA,"University of Georgia  (2007, Sports Business)"
Chris Riley (2015),,,,,,,,13,,,"14,216",,,,,,,,,,,,,,,,USA,"University of Nevada-Las Vegas  (1996, Communications)"
Chris Smith (2015),,,,,,,,128,,,"212,910",,,,,,,,,,,1,,,,,USA,"Ohio State University (1991, Economics)"
Chris Smith (2017),,,,,,,,2,,,"6,755",,,,,,,,,,,,,,,,USA,"Ohio State University (1991, Economics)"
Chris Stroud (2015),162.93,283,"32' 11""",1512,28.95,3.82,"34' 8""",531,"71' 1""",76.39,"746,814",2.63,2.98,109.22,4.04,4.75,64.22,71.194,321,1,2597.2,2,54.84,59.92,0.002,1.492,USA,"Lamar University  (2004, Management Information Systems)"
Chris Stroud (2016),165.29,286.3,"32' 6""",160,29.19,3.49,"35' 10""",412,"76' 0""",77.43,"599,176",2.64,3.05,112.12,4.04,4.66,60.7,71.101,279,9,2538.4,1,40.94,56.96,0.121,1.474,USA,"Lamar University  (2004, Management Information Systems)"
Chris Stroud (2017),164.52,286.8,"33' 2""",531,29.03,3.73,"35' 7""",627,"70' 6""",75.83,"1,308,445",2.61,3.05,111.75,4.05,4.63,65.7,70.815,220,2,2631.7,3,45.54,59.33,0.013,1.472,USA,"Lamar University  (2004, Management Information Systems)"
Chris Stroud (2018),166.06,289.8,"33' 11""",262.8,28.78,3.51,"37' 10""",255,"71' 11""",75.24,"565,466",2.68,3.12,111.96,4.04,4.71,62.24,71.628,256,5,2773.5,1,53.42,59.96,-0.338,1.483,USA,"Lamar University  (2004, Management Information Systems)"
Chris Stroud (2019),167.3,289.8,"34' 8""",159.4,28.74,3.44,"37' 6""",473,"75' 6""",70.97,"1,075,552",2.68,3.03,111.58,4.06,4.71,58.29,71.644,213,7,2613.9,4,52.63,59.81,-0.729,1.499,USA,"Lamar University  (2004, Management Information Systems)"
Chris Thompson (2019),,,,,,,,39,,,"81,635",,,,,,,,,,,,,,,,USA,"University of Kansas  (1999, Business)"
Cody Gribble (2017),170.37,297.2,"34' 2""",231,28.53,3.64,"38' 5""",514,"80' 4""",73.43,"1,305,554",2.83,3.07,116.39,4.08,4.71,54.77,71.581,280,6,2249.1,2,49.61,54.74,-0.524,1.463,USA,"University of Texas  (2013, Corporate Communications)"
Cody Gribble (2018),168.33,301,"34' 3""",390,28.88,3.55,"39' 0""",141,"73' 11""",74.01,"302,593",2.94,3.14,112.31,4.07,4.76,55.45,72.112,231,3,2127.3,,48.72,53.3,-0.819,1.499,USA,"University of Texas  (2013, Corporate Communications)"
Cody Gribble (2019),172.47,297.2,"32' 10""",99,28.82,3.47,"36' 9""",111,"70' 0""",72.87,"248,317",2.97,3.1,115.07,4.12,4.55,53.64,72.096,229,12,2250.2,,41.3,52.63,-1.027,1.498,USA,"University of Texas  (2013, Corporate Communications)"
Collin Morikawa (2019),,,,,,,,780,,,"1,754,890",,,,,,,,,,,3,,,,,USA,"University of California-Berkeley 2019, Business Administrat"
Colt Knost (2015),157.7,276.6,"31' 2""",309.6,28.98,3.67,"33' 0""",628,"74' 9""",74.53,"1,066,553",2.47,3.02,107.19,4.01,4.66,71.24,70.698,316,5,2756.9,4,55.34,58.93,0.196,1.471,USA,"Southern Methodist University  (2007, Sociology)"
Colt Knost (2016),154.48,269.7,"33' 5""",221.1,28.83,3.26,"34' 6""",803,"75' 6""",72.3,"1,594,587",2.38,3.08,105.34,4.05,4.65,73.36,70.785,280,7,2721.6,3,51.06,61.9,0.318,1.466,USA,"Southern Methodist University  (2007, Sociology)"
Colt Knost (2017),,,,,,,,3,,,"13,580",,,,,,,,,,,,,,,,USA,"Southern Methodist University  (2007, Sociology)"
Colt Knost (2018),,,,,,,,13,,,"43,134",,,,,,,,,,,,,,,,USA,"Southern Methodist University  (2007, Sociology)"
Colt Knost (2019),,,,,,,,27,,,"66,493",,,,,,,,,,,,,,,,USA,"Southern Methodist University  (2007, Sociology)"
Conrad Shindler (2018),169.92,291.3,"29' 8""",91.6,29.14,3.41,"33' 3""",92,"74' 5""",77.28,"187,399",2.48,3.02,119.23,4.06,4.59,65.77,71.465,191,11,3359.4,,48.15,60,-0.313,1.425,USA,Texas A&M University
Corey Conners (2018),172.13,303.3,"31' 5""",334.8,29.84,3.71,"34' 8""",353,"70' 7""",81.27,"728,296",2.65,3.05,114.66,4.02,4.63,62.99,70.743,345,5,2948.3,1,44.27,57.52,0.193,1.501,CAN,"Kent State University (2014, Actuarial Mathematics)"
Corey Conners (2019),172.57,297.3,"29' 7""",309.6,30.17,3.79,"32' 6""",962,"68' 11""",81.61,"2,919,864",2.33,3,114.48,4.02,4.63,66.92,70.775,326,5,2751.1,4,51.82,56.12,0.62,1.507,CAN,"Kent State University (2014, Actuarial Mathematics)"
Craig Barlow (2017),,,,,,,,29,,,"53,426",,,,,,,,,,,,,,,,USA,"Taft Junior College, University of Nevada-Las Vegas"
D.A. Points (2015),165.12,280.8,"31' 7""",252,29.24,3.23,"34' 11""",244,"72' 11""",74.32,"390,607",2.81,3.11,111,4.07,4.7,56.37,71.701,226,5,2749.9,,53.49,59.78,-0.451,1.486,USA,"University of Illinois  (1999, Speech Communications)"
D.A. Points (2016),163.47,282.3,"31' 7""",306,29.18,3.63,"33' 11""",167,"71' 4""",72.88,"305,250",3.04,3.05,108.7,4.04,4.78,59.47,71.655,185,3,2341.7,,43.04,57.86,-0.406,1.504,USA,"University of Illinois  (1999, Speech Communications)"
D.A. Points (2017),161.14,278.1,"32' 8""",174.9,29.56,3.35,"35' 3""",435,"72' 6""",76.52,"893,700",2.76,3.12,108.26,4.06,4.7,65.83,71.315,228,7,2227.3,1,47.47,55.67,-0.406,1.488,USA,"University of Illinois  (1999, Speech Communications)"
D.A. Points (2018),160.2,280.8,"33' 4""",122,29.1,3.07,"36' 6""",162,"74' 2""",70.02,"377,265",3.3,3.14,107.93,4.12,4.76,60.47,73.019,187,9,2578,1,57.66,53.32,-1.449,1.484,USA,"University of Illinois  (1999, Speech Communications)"
D.A. Points (2019),,,,,,,,15,,,"43,246",,,,,,,,,,,,,,,,USA,"University of Illinois  (1999, Speech Communications)"
D.J. Trahan (2015),,,,,,,,31,,,"36,855",,,,,,,,,,,,,,,,USA,"Clemson University  (2003, Sports Management)"
D.J. Trahan (2016),,,,,,,,124,,,"225,751",,,,,,,,,,,1,,,,,USA,"Clemson University  (2003, Sports Management)"
D.J. Trahan (2017),,,,,,,,6,,,"15,155",,,,,,,,,,,,,,,,USA,"Clemson University  (2003, Sports Management)"
D.J. Trahan (2018),,,,,,,,46,,,"85,595",,,,,,,,,,,,,,,,USA,"Clemson University  (2003, Sports Management)"
D.J. Trahan (2019),,,,,,,,231,,,"507,919",,,,,,,,,,,3,,,,,USA,"Clemson University  (2003, Sports Management)"
Daniel Berger (2015),176.39,302.1,"31' 4""",218.3,29.23,3.85,"35' 4""",899,"70' 9""",79.83,"3,028,901",2.44,3.03,119.57,4.02,4.58,60.74,70.581,373,8,2353.3,6,53.38,60.66,0.489,1.475,USA,Florida State University
Daniel Berger (2016),172.03,298.4,"30' 2""",320.4,29.08,3.84,"35' 4""",1254,"72' 7""",81.68,"3,290,764",2.44,3.08,116.35,4.01,4.64,56.68,70.339,342,5,2417.3,6,45.86,56.95,0.893,1.479,USA,Florida State University
Daniel Berger (2017),175.01,296.9,"30' 9""",172,28.81,3.85,"35' 8""",1623,"74' 10""",78.59,"4,287,161",2.45,3.05,118.78,4,4.61,60.03,70.121,331,9,2585.3,6,43.18,61.63,0.91,1.473,USA,Florida State University
Daniel Berger (2018),170.18,297.7,"33' 0""",171,29.42,3.53,"37' 3""",565,"73' 4""",78,"1,721,763",2.62,3.07,115.21,4.03,4.6,64.58,70.32,268,8,2590.2,1,47.33,58.94,0.816,1.477,USA,Florida State University
Daniel Berger (2019),173.87,301,"33' 5""",1188,28.74,3.73,"37' 2""",361,"70' 2""",71.57,"742,340",2.53,3.04,116.4,4.01,4.64,65.48,70.443,246,1,2576.2,1,56.2,61.84,0.28,1.493,USA,Florida State University
Daniel Summerhays (201,162.06,,"36' 10""",,,,"41' 4""",720,,,,,,,4.06,4.67,58.65,,,,,,,57.21,,1.484,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2015,,,,,,3.72,,,,,"1,633,957",,,,,,,70.397,,9,2660.3,5,,57.76,0.541,1.484,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2015),163.86,284,"32' 4""",202,28.54,,"35' 3""",,"76' 7""",75.17,,2.66,3.03,110.42,4,,61.79,,376,,,,46.58,,,,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2016,,,,,28.54,3.67,"39' 0""",963,,73.21,"2,045,968",2.91,3.05,,,,,70.771,,,2494.6,2,,,0.236,1.477,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2016),164.96,288,"35' 5""",137.1,,,,,"79' 1""",,,,,111.66,,4.62,,,363,13,,,44.51,,,,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2017,,,,,,3.34,,348,,,,,,,,4.71,,,,9,2704.2,1,,,,,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2017),164.54,287.1,"33' 9""",188,29.13,,,,"70' 3""",73.56,"826,124",2.84,3.06,111.1,4.07,,63.67,71.197,314,,,,49.14,56.22,0.049,,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2018,,,,,,,,,,,,3.24,,,4.12,,,,,,,,52.44,54.86,,,USA,"Brigham Young University  (2008, Business Finance)"
Daniel Summerhays (2018),,287.1,,405,27.82,3.22,,89,"78' 5""",75,"234,510",,3.22,109.15,,4.69,54.69,73.177,145,2,2547.8,1,,,-2.105,,USA,"Brigham Young University  (2008, Business Finance)"
Danny Lee (2015),162.83,283.1,"31' 4""",196.4,28.27,3.96,"33' 10""",1561,"78' 3""",77.94,"3,965,933",2.51,2.97,109.56,4.01,4.68,63.92,70.398,475,11,2525,8,61.54,60.86,0.729,1.486,NZL,Sungkyunkwan University
Danny Lee (2016),165.48,286.6,"33' 4""",180,29.12,3.57,"36' 0""",699,"72' 6""",76.33,"1,405,722",2.92,3.1,110.16,4.06,4.69,64.05,71.118,321,9,2510.4,2,56.8,57.19,0.268,1.502,NZL,Sungkyunkwan University
Danny Lee (2017),167.63,291.1,"32' 5""",534,28.81,3.79,"35' 8""",697,"76' 11""",75.74,"1,611,331",2.69,3.03,112.81,4.04,4.72,62.72,70.86,337,3,2655.6,4,53.68,55.43,0.325,1.486,NZL,Sungkyunkwan University
Danny Lee (2018),165.68,290.6,"32' 2""",221.1,28.56,3.83,"35' 9""",481,"76' 2""",75.56,"1,269,386",2.42,3.01,110.92,4.03,4.73,62.65,71.196,329,7,2685.9,3,55.62,60.81,0.058,1.493,NZL,Sungkyunkwan University
Danny Lee (2019),171.29,301.4,"32' 11""",162,28.91,3.91,"36' 0""",625,"77' 6""",79.22,"1,524,126",2.64,2.98,116.01,4.05,4.7,57.08,70.997,317,9,2393,3,53.19,58.97,-0.137,1.476,NZL,Sungkyunkwan University
Darron Stiles (2016),,,,,,,,44,,,"60,197",,,,,,,,,,,,,,,,USA,"Florida Southern College  (1995, Accounting)"
David Duval (2015),,,,,,,,31,,,"36,839",,,,,,,,,,,,,,,,USA,Georgia Tech
David Hearn (2015),159.94,280.6,"31' 0""",582,28.93,3.7,"34' 5""",890,"77' 5""",77.7,"1,817,043",2.59,3.02,107.95,4.01,4.73,64.16,70.843,359,3,2332.2,4,38.97,57.42,0.356,1.481,CAN,"University of Wyoming  (2008, Psychology)"
David Hearn (2016),160.74,281.2,"30' 5""",171,29.08,3.48,"32' 7""",599,"75' 5""",76.8,"1,211,514",2.22,3,107.8,4.01,4.72,65.94,70.87,331,10,2671.2,2,53.73,61.14,0.525,1.491,CAN,"University of Wyoming  (2008, Psychology)"
David Hearn (2017),159.93,281,"30' 11""",510,29.07,3.28,"34' 11""",359,"70' 11""",76.23,"800,710",2.51,3.05,109.85,4.06,4.67,66.75,71.107,279,3,2752.3,2,55.35,61.85,-0.096,1.456,CAN,"University of Wyoming  (2008, Psychology)"
David Hearn (2018),159.56,285.1,"29' 3""",216,29.58,3.63,"31' 11""",315,"76' 2""",79.25,"622,383",2.73,3.01,107.54,4.05,4.65,66.63,71.325,218,5,2906.2,2,47.62,55.65,-0.031,1.484,CAN,"University of Wyoming  (2008, Psychology)"
David Hearn (2019),158.16,279.3,"33' 0""",169.2,29.06,3.55,"35' 9""",195,"71' 8""",76.2,"397,677",2.53,3.09,105.18,4.02,4.66,69.92,71.697,167,5,2466.3,1,50.68,58.55,-0.615,1.503,CAN,"University of Wyoming  (2008, Psychology)"
David Lingmerth (2015),164.99,289.5,"32' 0""",324,28.66,3.72,"34' 2""",1305,"73' 3""",74.88,"2,736,378",2.57,3.05,110.38,4.02,4.64,65.51,70.8,335,5,2599.7,4,53.24,61.27,0.405,1.495,SWE,University of Arkansas
David Lingmerth (2016),163.25,284.8,"33' 3""",243,28.75,3.62,"35' 6""",859,"71' 11""",73.49,"1,863,783",2.75,3.06,109.41,4.04,4.69,67.36,71.05,293,6,2578.9,2,45.97,59.57,0.261,1.492,SWE,University of Arkansas
David Lingmerth (2017),166.87,290.6,"34' 1""",225,28.2,3.67,"35' 4""",437,"80' 4""",70.57,"1,070,754",2.65,3.06,111.77,4.06,4.66,63.67,70.755,275,6,2674.4,1,56.06,59.44,0.475,1.493,SWE,University of Arkansas
David Lingmerth (2018),163.9,285.4,"32' 8""",351,28.5,3.79,"35' 3""",274,"76' 3""",72.4,"616,758",2.76,3.08,109.47,4.03,4.67,68.93,71.043,296,4,2928.3,,48.41,58.57,-0.007,1.497,SWE,University of Arkansas
David Lingmerth (2019),,,,,,,,33,,,"71,644",,,,,,,,,,,,,,,,SWE,University of Arkansas
David Lipsky (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"Northwestern University  (2011, Political Science and Histor"
David Toms (2015),152.78,270,"32' 2""",522,28.74,3.24,"33' 1""",383,"73' 8""",70.93,"742,470",2.41,3,101.87,4.02,4.79,74.5,71.092,188,2,2414.9,2,63.04,63.96,0.076,1.5,USA,Louisiana State University
